"denominazione","Stato","codice.Istat","media","diff","TITOLO_DI_STUDIO","SESSO","PARTITO_LISTA_COALIZIONE","nord","eta_sindaco","grado.di.autonomia.impositiva","grado.di.dipendenza.da.contributi.e.trasferimenti.correnti","grado.di.finanziamento.interno","grado.di.autonomia.finanziaria","rigidit√..della.spesa","incidenza.spese.personale.su.spese.correnti","grado.di.dipendenza.da.finanziamento.esterno","incidenza.spese.personale.su.entrate..correnti","spese.per.rimborso.prestiti.in.relazione.alle.entrate.correnti","indice.di.consistenza.iniziale.dei.residui.passivi","capacit√..di.spesa"
"Arcole","0",23004,6226,154,"3","1","FARE! CON FLAVIO TOSI","1",37,NA,0.202777777777778,0.127,0.558222222222222,0.306272727272727,0.247555555555556,0.0205555555555556,0.221888888888889,0.0994545454545454,0.651111111111111,0.691090909090909
"Badia calavena","0",23005,2641.5,-45,NA,"1","LISTA CIVICA: PROGETTO BADIA","1",30,0.5942,NA,0.160111111111111,0.533111111111111,0.2929,0.247222222222222,0.0645555555555555,0.216555555555556,0.0739,1.11544444444444,0.6485
"Bardolino","0",23006,6941.5,487,"4","1","LISTA CIVICA: LA NUOVA ONDA","1",50,0.612090909090909,NA,0.247111111111111,0.639666666666667,0.305,0.270111111111111,0.0448888888888889,0.246666666666667,0.0781818181818182,0.941222222222222,0.638272727272727
"Belfiore","0",23007,3093,156,"4","1","LISTA CIVICA: BELFIORE DOMANI","1",33,0.658727272727273,0.194444444444444,0.120444444444444,0.527333333333333,0.342181818181818,NA,0.0602222222222222,0.246111111111111,0.0995454545454545,0.505111111111111,0.708181818181818
"Bevilacqua","0",23008,1726.5,-73,"3","0","LISTA CIVICA: CON VOI PER CRESCERE","1",56,0.665636363636364,0.197555555555556,0.151666666666667,0.668666666666667,0.228818181818182,NA,0.0217777777777778,0.175111111111111,0.0611818181818182,NA,0.714181818181818
"Bonavigo","0",23009,1996,-28,"3","1",NA,"1",54,0.586818181818182,0.277777777777778,0.165666666666667,0.599333333333333,0.320363636363636,0.287,0.0264444444444444,0.253,0.0672727272727273,0.560222222222222,0.748272727272727
"Boschi santanna","0",23010,1428,-70,"2","1","LISTA CIVICA: CONTINUITA' DEMOCRATICA","1",72,0.618818181818182,0.284666666666667,0.130111111111111,0.575888888888889,0.289636363636364,0.243888888888889,0.041,0.224666666666667,0.074,NA,0.734727272727273
"Bosco chiesanuova","0",23011,3543,0,"3","1","LISTA CIVICA: CON VOI PER BOSCO","1",59,0.712272727272727,0.132111111111111,0.136222222222222,0.617222222222222,0.232909090909091,0.189333333333333,0.0252222222222222,0.169,0.0686363636363636,1.24611111111111,0.649454545454546
"Bovolone","0",23012,15915,234,"3","1","LISTA CIVICA: MIRANDOLA SINDACO","1",64,NA,NA,0.227222222222222,0.663,0.357909090909091,0.313777777777778,0.00266666666666667,NA,0.0913636363636364,0.803,0.751727272727273
"Brentino belluno","0",23013,1381,-48,"4","1",NA,"1",41,0.5605,0.153,0.167333333333333,0.399333333333333,0.809125,0.278,NA,0.352333333333333,0.498,0.692833333333333,0.53425
"Bussolengo","0",23015,19921,800,"4","0","LISTA CIVICA: CITTA' SOLIDALE | LISTA CIVICA: C'E' FUTURO","1",62,0.571909090909091,0.146888888888889,0.318,0.656222222222222,0.361181818181818,0.320333333333333,0.0144444444444444,0.297222222222222,0.0716363636363636,0.588222222222222,0.751
"Buttapietra","0",23016,6911.5,79,NA,"0","LISTA CIVICA: CON LA GENTE PER IL PAESE","1",39,0.654545454545455,0.158555555555556,0.171555555555556,0.702666666666667,0.295,0.246555555555556,0.0374444444444444,0.220555555555556,0.081,1.15911111111111,0.727272727272727
"Caldiero","0",23017,7621.5,395,"4","1","LISTA CIVICA: AL CENTRO CALDIERO","1",54,0.694636363636364,0.131666666666667,0.216888888888889,0.696222222222222,0.218272727272727,0.210333333333333,0,0.187333333333333,0.0351818181818182,0.983666666666667,0.712909090909091
"Caprino veronese","0",23018,8284.5,471,"3","0","LISTA CIVICA: CAPRINO SEI TU","1",53,0.6583,0.1115,0.185875,0.659875,0.4609,0.29725,0.088125,NA,0.1926,0.725,0.8081
"Casaleone","0",23019,5734.5,-369,"2","1","LEGA NORD-CIVICHE","1",49,0.633909090909091,0.228333333333333,0.0993333333333333,0.433111111111111,0.951545454545455,0.359888888888889,0.343333333333333,0.318666666666667,0.637090909090909,0.538777777777778,0.782
"Castagnaro","0",23020,3808.5,-243,"3","1","LISTA CIVICA: CIVICA CASTAGNARO MENA'","1",43,0.630545454545455,0.189666666666667,0.158111111111111,0.640111111111111,0.357727272727273,0.261666666666667,0.0638888888888889,0.229888888888889,0.132636363636364,0.859777777777778,0.653818181818182
"Castel dazzano","0",23021,11812.5,225,"4","1","LISTA CIVICA: DEL FARE","1",48,0.630454545454545,0.219333333333333,0.139666666666667,NA,0.278454545454545,0.266888888888889,0.033,0.244666666666667,0.0458181818181818,0.741444444444444,0.707818181818182
"Castelnuovo del garda","0",23022,12696.5,911,"2","1","LISTA CIVICA: CITTADINANZA DEMOCRATICA","1",54,0.6539,0.13325,0.16425,0.6135,0.2659,0.23,0.018625,0.2105,NA,0.863,0.7004
"Cavaion veronese","0",23023,5728,448,"4","0","LISTA CIVICA: PROGETTO PAESE","1",45,0.732727272727273,0.125888888888889,0.139222222222222,0.571,0.401454545454545,0.303444444444444,0.0741111111111111,0.293,0.119727272727273,0.815333333333333,0.723545454545455
"Cazzano di tramigna","0",23024,1525.5,-55,"3","0","LISTA CIVICA: LA SORGENTE","1",58,0.540909090909091,0.226666666666667,0.163555555555556,0.533888888888889,0.287,0.213666666666667,NA,0.189555555555556,0.0994545454545455,NA,0.718818181818182
"Cerea","0",23025,16448,416,"4","1","LEGA NORD | LISTA CIVICA: PER CEREA","1",42,0.672636363636364,0.199555555555556,0.109333333333333,0.521333333333333,0.651818181818182,0.261222222222222,0.234,0.247666666666667,0.414818181818182,0.357555555555556,0.836636363636364
"Cerro veronese","0",23026,2443.5,35,"3","0","LISTA CIVICA: VIVI CERRO","1",60,0.708090909090909,0.145777777777778,0.128888888888889,0.638888888888889,0.336909090909091,0.292222222222222,0.0373333333333333,0.262444444444444,0.0770909090909091,0.498222222222222,0.731090909090909
"Cologna veneta","0",23027,8533.5,-111,"4","1","LEGA NORD-CIVICHE","1",46,0.674272727272727,NA,0.166444444444444,0.581333333333333,0.370636363636364,0.346,0.00744444444444444,0.313111111111111,0.0730909090909091,0.926777777777778,0.712545454545455
"Colognola ai colli","0",23028,8401.5,485,"4","1","LISTA CIVICA: INSIEME PER COLOGNOLA","1",57,0.643909090909091,0.102111111111111,0.287111111111111,0.685888888888889,0.275454545454545,0.226,0.0105555555555556,0.204444444444444,NA,0.788888888888889,0.730090909090909
"Concamarise","0",23029,1083,2,"3","1","LISTA CIVICA: UNITI PER CONCAMARISE","1",46,0.651272727272727,0.272777777777778,0.0763333333333333,0.520666666666667,0.291181818181818,0.248777777777778,NA,0.227888888888889,0.0582727272727273,2.14633333333333,0.687272727272727
"Erbezzo","0",23033,772,16,"3","1","LISTA CIVICA: UNITI PER ERBEZZO","1",58,0.695,0.231777777777778,0.0623333333333333,0.415777777777778,0.309818181818182,0.259111111111111,0.035,0.241222222222222,0.0680909090909091,1.12011111111111,0.627545454545455
"Ferrara di monte baldo","0",23034,246,54,"3","1","LISTA CIVICA: INSIEME PER FERRARA DI MONTE BALDO","1",55,NA,0.134,0.101,0.4025,0.559,0.338,0.085,0.348,0.252333333333333,0.3395,0.65
"Fumane","0",23035,4139.5,-23,"3","1","LISTA CIVICA: SOLIDARIETA' E PLURALISMO","1",64,0.593545454545454,0.187222222222222,NA,0.565888888888889,0.361181818181818,0.243666666666667,0.114444444444444,0.222888888888889,0.147636363636364,0.774,0.723636363636364
"Garda","0",23036,4018.5,81,"4","1","LISTA CIVICA: GRUPPO DI IMPEGNO CIVICO","1",42,NA,0.1635,0.187,0.62425,0.41775,0.26525,0.12825,NA,0.191,0.6105,0.73725
"Gazzo veronese","0",23037,5379.5,-165,"3","1","LISTA CIVICA: RIFORMATORI PER GAZZO VERONESE","1",54,0.6375,0.228,0.13,0.5435,0.3253,0.27025,0.068875,0.246625,0.0861,0.835125,0.7479
"Grezzana","0",23038,10827,0,"4","1","LISTA CIVICA: CAMBIAMO IL PAESE","1",56,0.654818181818182,0.165,0.172333333333333,0.606444444444444,0.303909090909091,0.232777777777778,0.0502222222222222,0.208111111111111,0.0941818181818182,0.793,0.687363636363636
"Illasi","0",23039,5242,-154,"4","1","LISTA CIVICA: UNITI X CRESCERE","1",49,0.662454545454545,0.156111111111111,0.181555555555556,0.709888888888889,0.263272727272727,0.209,0.00644444444444444,0.189888888888889,0.0740909090909091,0.688444444444444,NA
"Isola della scala","0",23040,11463,66,"3","1","LISTA CIVICA: ISOLA DOMANI","1",51,0.617181818181818,0.190888888888889,0.194666666666667,0.644888888888889,0.345,NA,0.009,0.298777777777778,0.0447272727272727,0.807444444444444,NA
"Isola rizza","0",23041,3243,-42,"2","1","LEGA NORD-CIVICHE","1",49,0.761363636363636,0.169444444444444,0.0854444444444444,0.603888888888889,0.216090909090909,0.216111111111111,0.0538888888888889,0.198222222222222,NA,0.644444444444444,0.729909090909091
"Lavagno","0",23042,8263,272,"4","1","LISTA CIVICA: UNITI PER RINNOVARE","1",44,0.701454545454545,0.139222222222222,0.155444444444444,0.707777777777778,0.221818181818182,0.190444444444444,0,0.162888888888889,0.0540909090909091,0.762444444444444,0.761818181818182
"Lazise","0",23043,6846.5,291,"4","1","LISTA CIVICA: LIBERAZIONE CIVICA","1",54,0.547909090909091,0.0917777777777778,0.320888888888889,0.739111111111111,0.270909090909091,0.279222222222222,0,0.243,0.0463636363636364,0.861222222222222,0.705181818181818
"Legnago","0",23044,25003,150,"4","0","LISTA CIVICA: LIBERINSIEME | LISTA CIVICA: LEGNAGO CITTA' INTELLIGENTE | PARTITO DEMOCRATICO","1",66,0.532363636363636,0.205555555555556,0.229444444444444,0.534777777777778,0.444636363636364,0.267777777777778,0.106888888888889,0.245444444444444,0.208636363636364,0.937666666666667,0.768272727272727
"Malcesine","0",23045,3675.5,19,"4","1","LISTA CIVICA: NUOVA MALCESINE","1",47,0.441,0.0781111111111111,NA,0.461555555555556,0.820727272727273,NA,0.332666666666667,NA,NA,0.773333333333333,0.737818181818182
"Marano di valpolicella","0",23046,3133,86,"4","1",NA,"1",68,0.598545454545454,NA,0.189888888888889,0.626666666666667,0.320272727272727,0.258888888888889,0.0282222222222222,0.233777777777778,0.0936363636363636,0.586111111111111,0.786272727272727
"Mezzane di sotto","0",23047,2484,64,"4","1","LISTA CIVICA: PATTO PER MEZZANE","1",64,NA,0.171444444444444,0.248,0.672666666666667,0.318181818181818,0.267333333333333,0.0415555555555556,0.251666666666667,0.0715454545454546,0.810111111111111,0.768
"Minerbe","0",23048,4634.5,-83,"4","1","LISTA CIVICA: LISTA GIRARDI","1",39,0.6407,NA,0.14975,0.59125,0.3956,0.250125,0.137875,0.23075,0.1663,0.672125,0.7644
"Montecchia di crosara","0",23049,4361.5,-161,"4","1","LISTA CIVICA: LIBERI E UNITI","1",70,0.655636363636364,0.246444444444444,0.08,0.437888888888889,NA,0.245777777777778,0.282666666666667,0.222,0.447090909090909,0.492555555555556,NA
"Monteforte dalpone","0",23050,8648,502,"4","1","LISTA CIVICA: RINNOVIAMO MONTEFORTE","1",50,0.662909090909091,0.213888888888889,0.144555555555556,0.582222222222222,0.288090909090909,0.248777777777778,0.00588888888888889,0.229111111111111,0.0606363636363636,0.962555555555555,0.707090909090909
"Mozzecane","0",23051,7425,748,"2","1","LISTA CIVICA: INSIEME PER MOZZECANE","1",44,0.672181818181818,0.148666666666667,0.181777777777778,NA,0.293,NA,0.00255555555555556,0.249666666666667,0.0519090909090909,0.601,0.736181818181818
"Negrar","0",23052,16938,-24,NA,NA,NA,NA,NA,0.601363636363636,0.180333333333333,0.228777777777778,NA,0.388818181818182,0.255777777777778,0.0493333333333333,0.241888888888889,0.153090909090909,0.646888888888889,0.720636363636364
"Nogara","0",23053,8528,-122,"3","1",NA,"1",53,0.665545454545455,0.185666666666667,0.144888888888889,0.656666666666667,0.334636363636364,0.296111111111111,0.0125555555555556,0.280444444444444,0.0586363636363636,0.488333333333333,0.741818181818182
"Nogarole rocca","0",23054,3568,214,"3","1","LISTA CIVICA: SOLIDARIETA' E SVILUPPO","1",60,0.799545454545455,0.116333333333333,0.082,0.732666666666667,NA,0.159111111111111,0.0522222222222222,0.136888888888889,NA,0.543,0.749636363636364
"Oppeano","0",23055,9715.5,515,"3","1","LEGA NORD","1",58,0.705272727272727,0.153,0.211,0.488333333333333,0.317636363636364,0.203444444444444,0.0831111111111111,0.178111111111111,0.149,0.939888888888889,0.623
"Pastrengo","0",23057,3010.5,227,"4","1",NA,"1",40,0.709,0.154888888888889,0.141,0.592666666666667,NA,0.265777777777778,0.121222222222222,0.254777777777778,0.214909090909091,0.506333333333333,0.726363636363636
"Pescantina","0",23058,16736.5,831,"4","1","LISTA CIVICA: LABORATORIO | LISTA CIVICA: PESCANTINA DEMOCRATICA","1",57,0.672636363636364,0.132666666666667,0.142,0.557222222222222,NA,0.243,0.198222222222222,0.222555555555556,0.407363636363636,0.673777777777778,0.745090909090909
"Povegliano veronese","0",23060,7170.5,219,"4","1","LEGA NORD-ALTRE","1",61,0.517454545454546,0.234888888888889,0.215444444444444,0.578888888888889,0.332454545454545,0.258666666666667,0.0596666666666667,0.248888888888889,NA,0.975888888888889,0.665454545454545
"Pressana","0",23061,2535,-28,"4","1","LISTA CIVICA: OLTRE IL 2000","1",48,0.634909090909091,0.227666666666667,0.131444444444444,0.552888888888889,0.363090909090909,0.254444444444444,NA,0.228888888888889,0.127727272727273,0.540111111111111,0.685454545454545
"Rivoli veronese","0",23062,2169,54,"4","1","LISTA CIVICA: RIVOLI FUTURA","1",51,0.68,0.1615,0.2375,0.4885,0.265,0.319,0.0065,0.2725,0.027,NA,0.59875
"Ronco alladige","0",23064,6058.5,-223,"4","1","LISTA CIVICA: PER IL NOSTRO PAESE","1",45,0.650545454545455,0.185444444444444,0.184,0.627,0.301818181818182,NA,0.021,0.23,0.0782727272727273,0.446444444444444,0.76
"Roverchiara","0",23065,2693,-102,"2","0",NA,"1",58,0.692545454545455,0.249222222222222,0.0808888888888889,0.601222222222222,0.244818181818182,0.279111111111111,0.0348888888888889,0.252222222222222,0.0359090909090909,0.570666666666667,NA
"Salizzole","0",23068,3780.5,53,"2","1","LISTA CIVICA: ORIZZONTI NUOVI","1",48,0.674909090909091,0.232888888888889,0.111111111111111,0.580777777777778,0.304454545454545,0.239555555555556,0.0548888888888889,0.226222222222222,0.083,NA,NA
"San bonifacio","0",23069,20534.5,443,"4","1","PARTITO DEMOCRATICO | LISTA CIVICA: PROVOLI | LISTA CIVICA: LA ROSA DI SAN BONIFACIO | SCELTA CIVICA","1",51,0.640454545454545,0.191666666666667,0.185222222222222,0.614777777777778,0.350090909090909,0.314777777777778,0.0241111111111111,0.281222222222222,0.0856363636363636,0.651333333333333,NA
"San giovanni ilarione","0",23070,5070,-86,"3","1","LISTA CIVICA: PAESE VIVO","1",49,0.652636363636364,0.164,0.152333333333333,0.519,0.626727272727273,0.257888888888889,0.181222222222222,0.226444444444444,0.402454545454545,0.458111111111111,NA
"San giovanni lupatoto","0",23071,24560,918,"4","1","LISTA CIVICA: IMPEGNO CIVICO | LISTA CIVICA: CITTADINI DI RALDON CIVICA | LISTA CIVICA: LUPETTO | LEGA NORD | LISTA CIVICA: CIVICA LUPATOTINA","1",54,0.608090909090909,0.143444444444444,0.229555555555556,0.714777777777778,0.293181818181818,0.278555555555556,0.00855555555555556,0.249333333333333,0.0553636363636364,0.689666666666667,NA
"Sanguinetto","0",23072,4106.5,-39,"4","1","LEGA NORD-BASTA øURO-CIVICA","1",44,0.634454545454545,0.175,0.149666666666667,0.653888888888889,0.303909090909091,0.286888888888889,NA,0.266,0.0472727272727273,NA,0.761727272727273
"San martino buon albergo","0",23073,14929,1300,"3","1","LISTA CIVICA: CITTADINI PER SAN MARTINO","1",63,0.664727272727273,0.109111111111111,0.225888888888889,0.700666666666667,0.358181818181818,0.26,0.0635555555555556,0.229,0.132,0.686222222222222,NA
"San mauro di saline","0",23074,556,6,"3","1","LEGA NORD","1",58,0.539545454545455,0.386333333333333,0.0708888888888889,0.375222222222222,0.425,0.283,0.0598888888888889,0.256444444444444,0.164727272727273,1.00655555555556,NA
"San pietro di morubio","0",23075,2995,-80,"4","1","LISTA CIVICA: L'IRIDE","1",50,0.676090909090909,0.207666666666667,NA,0.604777777777778,0.230181818181818,0.176111111111111,NA,0.165888888888889,0.0923636363636364,0.674333333333333,0.721181818181818
"San pietro in cariano","0",23076,12831,-210,"4","1","LISTA CIVICA: NON E' POLITICA E' SAN PIETRO","1",61,0.551454545454545,0.0767777777777778,0.312,0.683,0.392181818181818,0.346666666666667,0.0382222222222222,0.333,0.0694545454545454,0.796777777777778,0.697181818181818
"Santambrogio di valpolicella","0",23077,11624,428,"3","1","LISTA CIVICA: COMUNE E CITTADINO","1",55,0.680909090909091,0.153333333333333,0.192777777777778,NA,0.350818181818182,NA,0.0472222222222222,0.247333333333333,0.112818181818182,0.863555555555556,NA
